Open,High,Low,Close,Inflation,country,data_coverage_previous_12_months_food,total_food_price_increase_since_start_date,maximum_food_drawdown,average_monthly_food_price_correlation_between_markets,average_annual_food_price_correlation_between_markets,month,inflation_velocity,rolling_avg_3m,lag_1,lag_2,lag_3,FCAI,crisis_next_3m,inflation_sq,price_spread,close_open_ratio,inflation_volatility,lag_diff,price_vs_rolling,fcai_inflation,month_sin,month_cos,inflation_vel_sq,vulnerability_cluster
0.98,0.99,0.97,0.99,0.01,15,33.73,80.17,-38.68,0.5,0.82,7,1.05,-0.6333333333333333,-1.04,-0.87,-1.11,0.1933333333333333,0,0.0001,0.020000000000000018,1.010204081632653,0.08259999999999999,-0.17000000000000004,1.6233333333333333,0.0019333333333333331,-0.4999999999999997,-0.8660254037844388,1.1025,0
1.0,1.01,0.99,1.0,0.91,15,33.73,80.17,-38.68,0.5,0.82,8,0.9,-0.0399999999999999,0.01,-1.04,-0.87,0.7170000000000001,0,0.8281000000000001,0.020000000000000018,1.0,7.5166,1.05,1.0399999999999998,0.6524700000000001,-0.8660254037844384,-0.5000000000000004,0.81,0
1.01,1.02,1.0,1.02,2.96,15,33.73,80.17,-38.68,0.5,0.82,9,2.05,1.2933333333333334,0.91,0.01,-1.04,2.3536666666666664,0,8.7616,0.020000000000000018,1.00990099009901,24.4496,0.9,-0.27333333333333343,6.966853333333332,-1.0,-1.8369701987210297e-16,4.2025,0
1.03,1.04,1.01,1.02,6.16,15,33.73,80.17,-38.68,0.5,0.82,10,3.2,3.3433333333333337,2.96,0.91,0.01,4.708666666666667,0,37.9456,0.030000000000000027,0.9902912621359223,50.8816,2.05,-2.3233333333333337,29.005386666666666,-0.8660254037844386,0.5000000000000001,10.240000000000002,0
1.01,1.02,0.99,0.99,5.83,15,33.73,80.17,-38.68,0.5,0.82,11,-0.33,4.983333333333333,6.16,2.96,0.91,3.8126666666666655,0,33.9889,0.030000000000000027,0.9801980198019802,48.1558,3.2,-3.993333333333333,22.22784666666666,-0.5000000000000004,0.8660254037844384,0.10890000000000001,0
0.97,0.98,0.96,0.98,5.61,15,33.73,80.17,-38.68,0.5,0.82,12,-0.2199999999999997,5.866666666666667,5.83,6.16,2.96,3.9123333333333337,0,31.472100000000005,0.020000000000000018,1.0103092783505154,46.3386,-0.33000000000000007,-4.886666666666667,21.948190000000004,-2.4492935982947064e-16,1.0,0.04839999999999987,0
0.98,0.99,0.97,0.98,6.77,15,33.73,80.17,-38.68,0.5,0.82,1,1.1599999999999993,6.07,5.61,5.83,6.16,4.947,0,45.832899999999995,0.020000000000000018,1.0,55.920199999999994,-0.21999999999999975,-5.09,33.491189999999996,0.49999999999999994,0.8660254037844387,1.3455999999999984,0
0.98,1.01,0.97,1.01,8.09,15,33.73,80.17,-38.68,0.5,0.82,2,1.3200000000000005,6.823333333333333,6.77,5.61,5.83,5.805666666666666,0,65.4481,0.040000000000000036,1.030612244897959,66.82339999999999,1.1599999999999993,-5.8133333333333335,46.96784333333333,0.8660254037844386,0.5000000000000001,1.7424000000000013,0
1.03,1.04,1.01,1.04,9.65,15,33.73,80.17,-38.68,0.5,0.82,3,1.5600000000000005,8.17,8.09,6.77,5.61,6.9270000000000005,0,93.1225,0.030000000000000027,1.0097087378640777,79.709,1.3200000000000003,-7.13,66.84555,1.0,6.123233995736766e-17,2.4336000000000015,0
1.05,1.07,1.04,1.05,8.84,15,33.73,80.17,-38.68,0.5,0.82,4,-0.8100000000000005,8.86,9.65,8.09,6.77,5.949,0,78.1456,0.030000000000000027,1.0,73.0184,1.5600000000000005,-7.81,52.58916,0.8660254037844387,-0.4999999999999998,0.6561000000000008,0
1.06,1.07,1.05,1.06,8.72,15,33.73,80.17,-38.68,0.5,0.82,5,-0.1199999999999992,9.07,8.84,9.65,8.09,6.138000000000001,0,76.03840000000001,0.020000000000000018,1.0,72.02720000000001,-0.8100000000000005,-8.01,53.52336000000001,0.49999999999999994,-0.8660254037844387,0.014399999999999809,0
1.07,1.08,1.05,1.08,10.46,15,33.73,80.17,-38.68,0.5,0.82,6,1.7400000000000002,9.340000000000002,8.72,8.84,9.65,7.620000000000001,0,109.41160000000002,0.030000000000000027,1.0093457943925235,86.3996,-0.11999999999999922,-8.260000000000002,79.70520000000002,1.2246467991473532e-16,-1.0,3.027600000000001,0
1.09,1.1,1.08,1.1,11.27,15,33.73,80.17,-38.68,0.5,0.82,7,0.8099999999999987,10.15,10.46,8.72,8.84,7.907999999999999,0,127.01289999999999,0.020000000000000018,1.0091743119266054,93.0902,1.7400000000000002,-9.05,89.12315999999998,-0.4999999999999997,-0.8660254037844388,0.6560999999999979,0
1.11,1.13,1.1,1.13,13.18,15,33.73,80.17,-38.68,0.5,0.82,8,1.91,11.636666666666663,11.27,10.46,8.72,9.490333333333334,0,173.7124,0.029999999999999805,1.0180180180180178,108.8668,0.8099999999999987,-10.506666666666664,125.08259333333334,-0.8660254037844384,-0.5000000000000004,3.6481,0
1.16,1.17,1.15,1.17,15.07,15,33.73,80.17,-38.68,0.5,0.82,9,1.8900000000000008,13.173333333333332,13.18,11.27,10.46,10.736666666666666,0,227.10490000000001,0.020000000000000018,1.0086206896551724,124.4782,1.9100000000000001,-12.003333333333332,161.80156666666667,-1.0,-1.8369701987210297e-16,3.572100000000003,0
1.19,1.21,1.18,1.19,17.1,15,33.73,80.17,-38.68,0.5,0.82,10,2.030000000000001,15.116666666666667,15.07,13.18,11.27,12.182333333333334,0,292.41,0.030000000000000027,1.0,141.246,1.8900000000000006,-13.926666666666668,208.31790000000004,-0.8660254037844386,0.5000000000000001,4.120900000000004,0
1.2,1.21,1.19,1.21,22.01,15,33.73,80.17,-38.68,0.5,0.82,11,4.91,18.06,17.1,15.07,13.18,16.090000000000003,0,484.4401000000001,0.020000000000000018,1.0083333333333333,181.8026,2.030000000000001,-16.849999999999998,354.1409000000001,-0.5000000000000004,0.8660254037844384,24.1081,0
1.22,1.25,1.21,1.25,27.0,15,33.73,80.17,-38.68,0.5,0.82,12,4.989999999999998,22.036666666666665,22.01,17.1,15.07,19.404333333333334,0,729.0,0.040000000000000036,1.0245901639344261,223.01999999999998,4.91,-20.786666666666665,523.917,-2.4492935982947064e-16,1.0,24.900099999999984,0
1.27,1.29,1.26,1.27,29.62,15,33.73,80.17,-38.68,0.5,0.82,1,2.620000000000001,26.21,27.0,22.01,17.1,20.838,0,877.3444000000001,0.030000000000000027,1.0,244.6612,4.989999999999998,-24.94,617.2215600000001,0.49999999999999994,0.8660254037844387,6.864400000000005,0
1.29,1.32,1.27,1.32,31.49,15,33.73,80.17,-38.68,0.5,0.82,2,1.8699999999999972,29.37,29.62,27.0,22.01,22.18,0,991.6200999999999,0.050000000000000044,1.0232558139534884,260.1074,2.620000000000001,-28.05,698.4481999999999,0.8660254037844386,0.5000000000000001,3.4968999999999895,0
1.36,1.38,1.34,1.37,32.2,15,33.73,80.17,-38.68,0.5,0.82,3,0.7100000000000044,31.10333333333333,31.49,29.62,27.0,22.53366666666667,0,1036.8400000000001,0.039999999999999813,1.0073529411764706,265.97200000000004,1.8699999999999974,-29.73333333333333,725.5840666666668,1.0,6.123233995736766e-17,0.5041000000000062,0
1.4,1.45,1.38,1.45,37.55,15,33.73,80.17,-38.68,0.5,0.82,4,5.349999999999994,33.74666666666667,32.2,31.49,29.62,27.129333333333328,0,1410.0024999999998,0.07000000000000006,1.0357142857142858,310.16299999999995,0.7100000000000044,-32.29666666666667,1018.7064666666664,0.8660254037844387,-0.4999999999999998,28.62249999999994,0
1.5,1.53,1.48,1.49,40.99,15,33.73,80.17,-38.68,0.5,0.82,5,3.440000000000005,36.91333333333333,37.55,32.2,31.49,28.909666666666663,0,1680.1801000000003,0.050000000000000044,0.9933333333333333,338.5774,5.349999999999994,-35.423333333333325,1185.0072366666666,0.49999999999999994,-0.8660254037844387,11.833600000000033,0
1.52,1.54,1.5,1.52,40.77,15,33.73,80.17,-38.68,0.5,0.82,6,-0.2199999999999988,39.77,40.99,37.55,32.2,28.273000000000003,0,1662.1929000000002,0.040000000000000036,1.0,336.7602,3.440000000000005,-38.25,1152.6902100000002,1.2246467991473532e-16,-1.0,0.04839999999999948,0
1.53,1.57,1.51,1.57,42.59,15,33.73,80.17,-38.68,0.5,0.82,7,1.8200000000000005,41.45000000000001,40.77,40.99,37.55,30.131000000000004,0,1813.9081000000003,0.06000000000000005,1.0261437908496733,351.7934,-0.21999999999999886,-39.88000000000001,1283.2792900000002,-0.4999999999999997,-0.8660254037844388,3.312400000000002,0
1.6,1.63,1.58,1.61,42.25,15,33.73,80.17,-38.68,0.5,0.82,8,-0.3400000000000034,41.870000000000005,42.59,40.77,40.99,29.397,0,1785.0625,0.04999999999999982,1.00625,348.985,1.8200000000000003,-40.260000000000005,1242.02325,-0.8660254037844384,-0.5000000000000004,0.11560000000000233,0
1.64,1.66,1.62,1.63,39.21,15,33.73,80.17,-38.68,0.5,0.82,9,-3.039999999999999,41.35,42.25,42.59,40.77,26.963,0,1537.4241000000002,0.039999999999999813,0.9939024390243902,323.8746,-0.3400000000000034,-39.72,1057.2192300000002,-1.0,-1.8369701987210297e-16,9.241599999999995,0
1.63,1.65,1.58,1.58,32.52,15,33.73,80.17,-38.68,0.5,0.82,10,-6.689999999999998,37.99333333333334,39.21,42.25,42.59,21.85166666666667,0,1057.5504000000003,0.06999999999999984,0.9693251533742332,268.6152,-3.039999999999999,-36.41333333333334,710.6162000000002,-0.8660254037844386,0.5000000000000001,44.75609999999997,0
1.53,1.56,1.48,1.48,22.46,15,33.73,80.17,-38.68,0.5,0.82,11,-10.060000000000002,31.396666666666672,32.52,39.21,42.25,14.491333333333332,0,504.45160000000004,0.08000000000000007,0.9673202614379085,185.5196,-6.689999999999998,-29.91666666666667,325.47534666666667,-0.5000000000000004,0.8660254037844384,101.20360000000005,0
1.42,1.46,1.39,1.46,17.47,15,33.73,80.17,-38.68,0.5,0.82,12,-4.990000000000002,24.15000000000001,22.46,32.52,39.21,12.068,0,305.20089999999993,0.07000000000000006,1.028169014084507,144.3022,-10.060000000000002,-22.69000000000001,210.82796,-2.4492935982947064e-16,1.0,24.90010000000002,0
1.47,1.49,1.44,1.48,16.22,15,33.73,80.17,-38.68,0.5,0.82,1,-1.25,18.71666666666667,17.47,22.46,32.52,11.478333333333332,0,263.0884,0.050000000000000044,1.0068027210884354,133.97719999999998,-4.990000000000002,-17.236666666666668,186.17856666666663,0.49999999999999994,0.8660254037844387,1.5625,0
1.49,1.51,1.45,1.45,9.26,15,33.73,80.17,-38.68,0.5,0.82,2,-6.959999999999999,14.316666666666668,16.22,17.47,22.46,5.405333333333334,0,85.74759999999999,0.06000000000000005,0.9731543624161073,76.4876,-1.25,-12.866666666666669,50.05338666666667,0.8660254037844386,0.5000000000000001,48.44159999999999,0
1.42,1.44,1.39,1.4,2.06,15,33.73,80.17,-38.68,0.5,0.82,3,-7.199999999999999,9.18,9.26,16.22,17.47,0.7060000000000006,0,4.2436,0.050000000000000044,0.9859154929577465,17.0156,-6.959999999999999,-7.779999999999999,1.4543600000000014,1.0,6.123233995736766e-17,51.83999999999999,0
1.37,1.39,1.35,1.36,-5.95,15,33.73,80.17,-38.68,0.5,0.82,4,-8.01,1.790000000000002,2.06,9.26,16.22,-5.02,0,35.4025,0.039999999999999813,0.9927007299270073,-49.147,-7.199999999999999,-0.43000000000000194,29.869,0.8660254037844387,-0.4999999999999998,64.1601,0
1.34,1.35,1.32,1.35,-9.54,15,33.73,80.17,-38.68,0.5,0.82,5,-3.589999999999999,-4.476666666666664,-5.95,2.06,9.26,-6.742333333333333,0,91.01159999999999,0.030000000000000027,1.007462686567164,-78.8004,-8.01,5.826666666666664,64.32185999999999,0.49999999999999994,-0.8660254037844387,12.888099999999993,0
1.35,1.37,1.34,1.34,-11.62,15,33.73,80.17,-38.68,0.5,0.82,6,-2.08,-9.036666666666664,-9.54,-5.95,2.06,-8.241333333333332,0,135.02439999999999,0.030000000000000027,0.9925925925925926,-95.98119999999999,-3.589999999999999,10.376666666666663,95.76429333333331,1.2246467991473532e-16,-1.0,4.3264000000000005,0
1.33,1.35,1.32,1.35,-13.72,15,33.73,80.17,-38.68,0.5,0.82,7,-2.1000000000000014,-11.626666666666663,-11.62,-9.54,-5.95,-9.815333333333331,0,188.2384,0.030000000000000027,1.0150375939849625,-113.3272,-2.08,12.976666666666663,134.66637333333333,-0.4999999999999997,-0.8660254037844388,4.410000000000006,0
1.36,1.38,1.35,1.37,-15.37,15,33.73,80.17,-38.68,0.5,0.82,8,-1.6499999999999986,-13.57,-13.72,-11.62,-9.54,-10.894,0,236.23689999999996,0.029999999999999805,1.0073529411764706,-126.9562,-2.1000000000000014,14.940000000000001,167.44078,-0.8660254037844384,-0.5000000000000004,2.7224999999999953,0
1.37,1.39,1.36,1.38,-15.34,15,33.73,80.17,-38.68,0.5,0.82,9,0.0299999999999993,-14.809999999999995,-15.37,-13.72,-11.62,-10.623,0,235.3156,0.029999999999999805,1.0072992700729926,-126.7084,-1.6499999999999986,16.189999999999994,162.95682,-1.0,-1.8369701987210297e-16,0.0008999999999999581,0
1.39,1.4,1.37,1.37,-13.13,15,33.73,80.17,-38.68,0.5,0.82,10,2.209999999999999,-14.613333333333332,-15.34,-15.37,-13.72,-8.824666666666667,0,172.39690000000002,0.029999999999999805,0.9856115107913671,-108.4538,0.02999999999999936,15.98333333333333,115.86787333333335,-0.8660254037844386,0.5000000000000001,4.884099999999996,0
0.53,0.53,0.52,0.53,23.62,16,6.55,243.02,-22.6,0.43,0.88,1,,23.62,,,,16.534,0,557.9044,0.010000000000000009,1.0,155.892,,-23.09,390.53308,0.49999999999999994,0.8660254037844387,,0
0.54,0.54,0.53,0.53,22.22,16,6.55,243.02,-22.6,0.43,0.88,2,-1.400000000000002,22.92,23.62,,,15.274,0,493.72839999999997,0.010000000000000009,0.9814814814814815,146.652,,-22.39,339.38827999999995,0.8660254037844386,0.5000000000000001,1.9600000000000053,0
0.53,0.53,0.52,0.53,23.4,16,6.55,243.02,-22.6,0.43,0.88,3,1.1799999999999995,23.08,22.22,23.62,,16.669999999999998,0,547.56,0.010000000000000009,1.0,154.43999999999997,-1.4000000000000021,-22.549999999999997,390.0779999999999,1.0,6.123233995736766e-17,1.3923999999999987,0
0.54,0.54,0.53,0.54,24.84,16,6.55,243.02,-22.6,0.43,0.88,4,1.4400000000000013,23.486666666666665,23.4,22.22,23.62,17.549333333333333,0,617.0255999999999,0.010000000000000009,1.0,163.944,1.1799999999999997,-22.946666666666665,435.92544,0.8660254037844387,-0.4999999999999998,2.073600000000004,0
0.54,0.55,0.54,0.54,24.36,16,6.55,243.02,-22.6,0.43,0.88,5,-0.4800000000000004,24.2,24.84,23.4,22.22,16.875999999999998,0,593.4096,0.010000000000000009,1.0,160.77599999999998,1.4400000000000013,-23.66,411.09935999999993,0.49999999999999994,-0.8660254037844387,0.2304000000000004,0
0.54,0.55,0.54,0.55,23.98,16,6.55,243.02,-22.6,0.43,0.88,6,-0.379999999999999,24.39333333333333,24.36,24.84,23.4,16.75466666666667,0,575.0404,0.010000000000000009,1.0185185185185186,158.268,-0.4800000000000004,-23.84333333333333,401.7769066666667,1.2246467991473532e-16,-1.0,0.14439999999999925,0
0.56,0.57,0.56,0.57,21.48,16,6.55,243.02,-22.6,0.43,0.88,7,-2.5,23.27333333333333,23.98,24.36,24.84,14.644666666666666,0,461.3904,0.009999999999999898,1.0178571428571426,141.768,-0.379999999999999,-22.70333333333333,314.56744,-0.4999999999999997,-0.8660254037844388,6.25,0
0.57,0.58,0.57,0.57,21.19,16,6.55,243.02,-22.6,0.43,0.88,8,-0.2899999999999991,22.21666666666667,21.48,23.98,24.36,14.951333333333334,0,449.01610000000005,0.010000000000000009,1.0,139.854,-2.5,-21.64666666666667,316.81875333333335,-0.8660254037844384,-0.5000000000000004,0.08409999999999947,0
0.58,0.58,0.57,0.58,21.34,16,6.55,243.02,-22.6,0.43,0.88,9,0.1499999999999985,21.336666666666662,21.19,21.48,23.98,14.982333333333331,0,455.3956,0.010000000000000009,1.0,140.844,-0.28999999999999915,-20.756666666666664,319.7229933333333,-1.0,-1.8369701987210297e-16,0.022499999999999548,0
0.59,0.6,0.59,0.59,20.6,16,6.55,243.02,-22.6,0.43,0.88,10,-0.7399999999999984,21.043333333333333,21.34,21.19,21.48,14.286666666666669,0,424.36000000000007,0.010000000000000009,1.0,135.96,0.14999999999999858,-20.453333333333333,294.3053333333334,-0.8660254037844386,0.5000000000000001,0.5475999999999976,0
0.59,0.59,0.58,0.59,16.94,16,6.55,243.02,-22.6,0.43,0.88,11,-3.66,19.626666666666665,20.6,21.34,21.19,11.297333333333334,0,286.96360000000004,0.010000000000000009,1.0,111.804,-0.7399999999999984,-19.036666666666665,191.3768266666667,-0.5000000000000004,0.8660254037844384,13.395600000000002,0
0.59,0.6,0.59,0.6,15.64,16,6.55,243.02,-22.6,0.43,0.88,12,-1.3000000000000007,17.72666666666667,16.94,20.6,21.34,10.975333333333332,0,244.60960000000003,0.010000000000000009,1.0169491525423728,103.224,-3.66,-17.12666666666667,171.6542133333333,-2.4492935982947064e-16,1.0,1.690000000000002,0
0.61,0.61,0.59,0.59,11.82,16,6.55,243.02,-22.6,0.43,0.88,1,-3.82,14.800000000000002,15.64,16.94,20.6,7.724000000000001,0,139.7124,0.020000000000000018,0.9672131147540983,78.012,-1.3000000000000007,-14.210000000000003,91.29768000000001,0.49999999999999994,0.8660254037844387,14.5924,0
0.59,0.59,0.58,0.59,12.23,16,6.55,243.02,-22.6,0.43,0.88,2,0.4100000000000001,13.23,11.82,15.64,16.94,8.884,0,149.5729,0.010000000000000009,1.0,80.718,-3.8200000000000003,-12.64,108.65132000000001,0.8660254037844386,0.5000000000000001,0.16810000000000008,0
0.59,0.6,0.58,0.59,9.98,16,6.55,243.02,-22.6,0.43,0.88,3,-2.25,11.343333333333334,12.23,11.82,15.64,6.583666666666668,0,99.60040000000001,0.020000000000000018,1.0,65.868,0.41000000000000014,-10.753333333333334,65.70499333333335,1.0,6.123233995736766e-17,5.0625,0
0.58,0.59,0.57,0.57,6.85,16,6.55,243.02,-22.6,0.43,0.88,4,-3.130000000000001,9.686666666666667,9.98,12.23,11.82,4.423333333333334,0,46.92249999999999,0.020000000000000018,0.9827586206896551,45.209999999999994,-2.25,-9.116666666666667,30.299833333333336,0.8660254037844387,-0.4999999999999998,9.796900000000004,0
0.57,0.57,0.56,0.56,4.06,16,6.55,243.02,-22.6,0.43,0.88,5,-2.79,6.963333333333334,6.85,9.98,12.23,2.5856666666666666,0,16.483599999999996,0.009999999999999898,0.9824561403508774,26.795999999999996,-3.130000000000001,-6.403333333333334,10.497806666666666,0.49999999999999994,-0.8660254037844387,7.7841000000000005,0
0.56,0.56,0.55,0.55,0.11,16,6.55,243.02,-22.6,0.43,0.88,6,-3.95,3.673333333333333,4.06,6.85,9.98,-0.3953333333333332,0,0.0121,0.010000000000000009,0.9821428571428571,0.726,-2.79,-3.123333333333333,-0.04348666666666665,1.2246467991473532e-16,-1.0,15.602500000000001,0
0.55,0.56,0.55,0.56,-0.8,16,6.55,243.02,-22.6,0.43,0.88,7,-0.91,1.1233333333333333,0.11,4.06,6.85,-0.4483333333333333,0,0.6400000000000001,0.010000000000000009,1.0181818181818183,-5.28,-3.9499999999999997,-0.5633333333333332,0.3586666666666667,-0.4999999999999997,-0.8660254037844388,0.8281000000000001,0
0.57,0.57,0.56,0.56,-2.35,16,6.55,243.02,-22.6,0.43,0.88,8,-1.55,-1.0133333333333334,-0.8,0.11,4.06,-1.842666666666667,0,5.522500000000001,0.009999999999999898,0.9824561403508774,-15.51,-0.91,1.5733333333333335,4.330266666666668,-0.8660254037844384,-0.5000000000000004,2.4025000000000003,0
0.56,0.56,0.55,0.56,-4.01,16,6.55,243.02,-22.6,0.43,0.88,9,-1.6599999999999997,-2.3866666666666667,-2.35,-0.8,0.11,-2.9803333333333333,0,16.080099999999998,0.010000000000000009,1.0,-26.465999999999998,-1.55,2.9466666666666668,11.951136666666665,-1.0,-1.8369701987210297e-16,2.755599999999999,0
0.56,0.57,0.56,0.57,-3.07,16,6.55,243.02,-22.6,0.43,0.88,10,0.94,-3.143333333333333,-4.01,-2.35,-0.8,-1.8816666666666664,0,9.4249,0.009999999999999898,1.0178571428571426,-20.261999999999997,-1.6599999999999997,3.713333333333333,5.776716666666665,-0.8660254037844386,0.5000000000000001,0.8835999999999999,0
0.57,0.58,0.57,0.57,-2.41,16,6.55,243.02,-22.6,0.43,0.88,11,0.6599999999999997,-3.1633333333333336,-3.07,-4.01,-2.35,-1.6396666666666668,0,5.8081000000000005,0.010000000000000009,1.0,-15.906,0.94,3.7333333333333334,3.951596666666667,-0.5000000000000004,0.8660254037844384,0.4355999999999996,0
0.58,0.59,0.57,0.59,-2.24,16,6.55,243.02,-22.6,0.43,0.88,12,0.1699999999999999,-2.5733333333333337,-2.41,-3.07,-4.01,-1.5836666666666668,0,5.017600000000001,0.020000000000000018,1.0172413793103448,-14.784,0.6599999999999997,3.1633333333333336,3.547413333333334,-2.4492935982947064e-16,1.0,0.028899999999999967,0
0.59,0.6,0.59,0.59,0.35,16,6.55,243.02,-22.6,0.43,0.88,1,2.5900000000000003,-1.4333333333333336,-2.24,-2.41,-3.07,0.6653333333333332,0,0.12249999999999998,0.010000000000000009,1.0,2.3099999999999996,0.16999999999999993,2.0233333333333334,0.2328666666666666,0.49999999999999994,0.8660254037844387,6.708100000000002,0
0.6,0.6,0.59,0.6,2.18,16,6.55,243.02,-22.6,0.43,0.88,2,1.83,0.0966666666666663,0.35,-2.24,-2.41,1.6583333333333334,0,4.752400000000001,0.010000000000000009,1.0,14.388,2.5900000000000003,0.5033333333333336,3.615166666666667,0.8660254037844386,0.5000000000000001,3.3489000000000004,0
0.61,0.62,0.6,0.6,3.35,16,6.55,243.02,-22.6,0.43,0.88,3,1.17,1.96,2.18,0.35,-2.24,2.418,0,11.2225,0.020000000000000018,0.9836065573770492,22.11,1.83,-1.3599999999999999,8.1003,1.0,6.123233995736766e-17,1.3688999999999998,0
0.61,0.61,0.6,0.6,4.98,16,6.55,243.02,-22.6,0.43,0.88,4,1.6300000000000003,3.5033333333333334,3.35,2.18,0.35,3.679666666666667,0,24.800400000000003,0.010000000000000009,0.9836065573770492,32.868,1.17,-2.9033333333333333,18.324740000000002,0.8660254037844387,-0.4999999999999998,2.656900000000001,0
0.6,0.61,0.6,0.6,7.17,16,6.55,243.02,-22.6,0.43,0.88,5,2.1899999999999995,5.166666666666666,4.98,3.35,2.18,5.275333333333333,0,51.408899999999996,0.010000000000000009,1.0,47.321999999999996,1.6300000000000003,-4.566666666666666,37.82414,0.49999999999999994,-0.8660254037844387,4.796099999999998,0
0.6,0.61,0.6,0.61,10.28,16,6.55,243.02,-22.6,0.43,0.88,6,3.1099999999999994,7.476666666666667,7.17,4.98,3.35,7.568333333333333,0,105.67839999999998,0.010000000000000009,1.0166666666666666,67.848,2.1899999999999995,-6.866666666666666,77.80246666666666,1.2246467991473532e-16,-1.0,9.672099999999997,0
0.62,0.62,0.61,0.62,10.43,16,6.55,243.02,-22.6,0.43,0.88,7,0.1500000000000003,9.293333333333331,10.28,7.17,4.98,7.118666666666666,0,108.7849,0.010000000000000009,1.0,68.838,3.1099999999999994,-8.673333333333332,74.24769333333333,-0.4999999999999997,-0.8660254037844388,0.02250000000000009,0
0.63,0.63,0.62,0.63,12.76,16,6.55,243.02,-22.6,0.43,0.88,8,2.33,11.156666666666666,10.43,10.28,7.17,9.310333333333332,0,162.8176,0.010000000000000009,1.0,84.216,0.15000000000000036,-10.526666666666666,118.79985333333332,-0.8660254037844384,-0.5000000000000004,5.4289000000000005,0
0.64,0.65,0.63,0.65,15.6,16,6.55,243.02,-22.6,0.43,0.88,9,2.84,12.93,12.76,10.43,10.28,11.238,0,243.35999999999999,0.020000000000000018,1.015625,102.96,2.33,-12.28,175.31279999999998,-1.0,-1.8369701987210297e-16,8.0656,0
0.66,0.67,0.65,0.65,15.27,16,6.55,243.02,-22.6,0.43,0.88,10,-0.33,14.543333333333331,15.6,12.76,10.43,10.444666666666668,0,233.1729,0.020000000000000018,0.9848484848484849,100.782,2.84,-13.89333333333333,159.49006000000003,-0.8660254037844386,0.5000000000000001,0.10890000000000001,0
0.66,0.67,0.66,0.67,16.47,16,6.55,243.02,-22.6,0.43,0.88,11,1.1999999999999993,15.78,15.27,15.6,12.76,11.751,0,271.26089999999994,0.010000000000000009,1.0151515151515151,108.70199999999998,-0.33000000000000007,-15.11,193.53896999999998,-0.5000000000000004,0.8660254037844384,1.4399999999999984,0
0.68,0.69,0.67,0.68,16.24,16,6.55,243.02,-22.6,0.43,0.88,12,-0.2300000000000004,15.99333333333333,16.47,15.27,15.6,11.249666666666664,0,263.73759999999993,0.019999999999999907,1.0,107.18399999999998,1.1999999999999993,-15.31333333333333,182.69458666666662,-2.4492935982947064e-16,1.0,0.05290000000000018,0
0.69,0.7,0.68,0.69,15.99,16,6.55,243.02,-22.6,0.43,0.88,1,-0.2499999999999982,16.23333333333333,16.24,16.47,15.27,11.166666666666668,0,255.6801,0.019999999999999907,1.0,105.53399999999999,-0.23000000000000043,-15.543333333333331,178.55500000000004,0.49999999999999994,0.8660254037844387,0.0624999999999991,0
0.69,0.7,0.69,0.69,15.26,16,6.55,243.02,-22.6,0.43,0.88,2,-0.7300000000000004,15.829999999999998,15.99,16.24,16.47,10.577,0,232.86759999999998,0.010000000000000009,1.0,100.716,-0.24999999999999822,-15.139999999999999,161.40502,0.8660254037844386,0.5000000000000001,0.5329000000000006,0
0.7,0.71,0.69,0.71,16.82,16,6.55,243.02,-22.6,0.43,0.88,3,1.5600000000000005,16.02333333333333,15.26,15.99,16.24,12.082666666666666,0,282.9124,0.020000000000000018,1.0142857142857142,111.012,-0.7300000000000004,-15.313333333333329,203.23045333333334,1.0,6.123233995736766e-17,2.4336000000000015,0
0.72,0.72,0.7,0.7,16.26,16,6.55,243.02,-22.6,0.43,0.88,4,-0.5599999999999987,16.113333333333333,16.82,15.26,15.99,11.184666666666669,0,264.3876000000001,0.020000000000000018,0.9722222222222222,107.316,1.5600000000000005,-15.413333333333334,181.86268000000004,0.8660254037844387,-0.4999999999999998,0.31359999999999855,0
0.7,0.71,0.69,0.7,15.83,16,6.55,243.02,-22.6,0.43,0.88,5,-0.4300000000000015,16.30333333333333,16.26,16.82,15.26,11.046666666666669,0,250.5889,0.020000000000000018,1.0,104.478,-0.5599999999999987,-15.603333333333332,174.86873333333335,0.49999999999999994,-0.8660254037844387,0.18490000000000129,0
0.7,0.7,0.69,0.69,12.26,16,6.55,243.02,-22.6,0.43,0.88,6,-3.5700000000000003,14.783333333333331,15.83,16.26,16.82,8.015666666666666,0,150.3076,0.010000000000000009,0.9857142857142857,80.916,-0.4300000000000015,-14.093333333333332,98.27207333333332,1.2246467991473532e-16,-1.0,12.744900000000001,0
0.68,0.69,0.67,0.68,10.26,16,6.55,243.02,-22.6,0.43,0.88,7,-2.0,12.783333333333331,12.26,15.83,16.26,7.086666666666667,0,105.2676,0.019999999999999907,1.0,67.716,-3.5700000000000003,-12.103333333333332,72.7092,-0.4999999999999997,-0.8660254037844388,4.0,0
0.68,0.69,0.67,0.68,7.69,16,6.55,243.02,-22.6,0.43,0.88,8,-2.5699999999999994,10.07,10.26,12.26,15.83,5.088,0,59.136100000000006,0.019999999999999907,1.0,50.754,-2.0,-9.39,39.126720000000006,-0.8660254037844384,-0.5000000000000004,6.604899999999997,0
