Open,High,Low,Close,Inflation,country,data_coverage_previous_12_months_food,total_food_price_increase_since_start_date,maximum_food_drawdown,average_monthly_food_price_correlation_between_markets,average_annual_food_price_correlation_between_markets,month,inflation_velocity,rolling_avg_3m,lag_1,lag_2,lag_3,FCAI,crisis_next_3m,inflation_sq,price_spread,close_open_ratio,inflation_volatility,lag_diff,price_vs_rolling,fcai_inflation,month_sin,month_cos,inflation_vel_sq,vulnerability_cluster
0.89,0.91,0.88,0.91,-1.35,7,0.0,17.06,-8.13,0.19,0.27,12,0.6699999999999999,-2.4233333333333333,-2.02,-3.9,-4.09,-0.9586666666666668,0,1.8225000000000002,0.030000000000000027,1.0224719101123596,-7.357500000000001,1.88,3.3333333333333335,1.2942000000000002,-2.4492935982947064e-16,1.0,0.4488999999999999,0
0.91,0.92,0.9,0.9,-0.77,7,0.0,17.06,-8.13,0.19,0.27,1,0.5800000000000001,-1.38,-1.35,-2.02,-3.9,-0.487,0,0.5929,0.020000000000000018,0.989010989010989,-4.1965,0.6699999999999999,2.28,0.37499,0.49999999999999994,0.8660254037844387,0.3364000000000001,0
0.9,0.91,0.89,0.9,-0.38,7,0.0,17.06,-8.13,0.19,0.27,2,0.39,-0.8333333333333334,-0.77,-1.35,-2.02,-0.2396666666666667,0,0.1444,0.020000000000000018,1.0,-2.071,0.5800000000000001,1.7333333333333334,0.09107333333333334,0.8660254037844386,0.5000000000000001,0.1521,0
0.9,0.92,0.89,0.89,-1.65,7,0.0,17.06,-8.13,0.19,0.27,3,-1.27,-0.9333333333333332,-0.38,-0.77,-1.35,-1.3926666666666665,0,2.7224999999999997,0.030000000000000027,0.9888888888888889,-8.9925,0.39,1.8233333333333333,2.2978999999999994,1.0,6.123233995736766e-17,1.6129,0
0.89,0.9,0.88,0.89,-2.84,7,0.0,17.06,-8.13,0.19,0.27,4,-1.19,-1.623333333333333,-1.65,-0.38,-0.77,-2.1016666666666666,0,8.0656,0.020000000000000018,1.0,-15.478,-1.27,2.513333333333333,5.968733333333333,0.8660254037844387,-0.4999999999999998,1.4161,0
0.89,0.92,0.88,0.92,1.76,7,0.0,17.06,-8.13,0.19,0.27,5,4.6,-0.9099999999999998,-2.84,-1.65,-0.38,2.078,0,3.0976,0.040000000000000036,1.0337078651685394,9.592,-1.19,1.8299999999999998,3.6572799999999996,0.49999999999999994,-0.8660254037844387,21.159999999999997,0
0.92,0.93,0.91,0.92,1.0,7,0.0,17.06,-8.13,0.19,0.27,6,-0.76,-0.0266666666666666,1.76,-2.84,-1.65,0.2666666666666667,0,1.0,0.020000000000000018,1.0,5.45,4.6,0.9466666666666667,0.2666666666666667,1.2246467991473532e-16,-1.0,0.5776,0
0.92,0.93,0.91,0.92,2.07,7,0.0,17.06,-8.13,0.19,0.27,7,1.0699999999999998,1.61,1.0,1.76,-2.84,1.678,0,4.2848999999999995,0.020000000000000018,1.0,11.2815,-0.76,-0.6900000000000001,3.4734599999999998,-0.4999999999999997,-0.8660254037844388,1.1448999999999996,0
0.92,0.93,0.9,0.93,4.23,7,0.0,17.06,-8.13,0.19,0.27,8,2.1600000000000006,2.4333333333333336,2.07,1.0,1.76,3.249666666666667,0,17.892900000000004,0.030000000000000027,1.0108695652173914,23.053500000000003,1.0699999999999998,-1.5033333333333334,13.746090000000004,-0.8660254037844384,-0.5000000000000004,4.665600000000002,0
0.93,0.95,0.92,0.94,7.35,7,0.0,17.06,-8.13,0.19,0.27,9,3.119999999999999,4.55,4.23,2.07,1.0,5.521,0,54.022499999999994,0.029999999999999916,1.010752688172043,40.0575,2.1600000000000006,-3.61,40.57935,-1.0,-1.8369701987210297e-16,9.734399999999996,0
0.94,0.95,0.92,0.94,7.25,7,0.0,17.06,-8.13,0.19,0.27,10,-0.0999999999999996,6.276666666666666,7.35,4.23,2.07,4.850333333333333,0,52.5625,0.029999999999999916,1.0,39.5125,3.119999999999999,-5.336666666666666,35.16491666666667,-0.8660254037844386,0.5000000000000001,0.00999999999999992,0
0.94,0.96,0.93,0.96,8.12,7,0.0,17.06,-8.13,0.19,0.27,11,0.8699999999999992,7.573333333333333,7.25,7.35,4.23,5.835666666666667,0,65.93439999999998,0.029999999999999916,1.0212765957446808,44.254,-0.09999999999999964,-6.613333333333333,47.385613333333325,-0.5000000000000004,0.8660254037844384,0.7568999999999987,0
0.96,0.99,0.95,0.99,9.29,7,0.0,17.06,-8.13,0.19,0.27,12,1.17,8.219999999999999,8.12,7.25,7.35,6.64,0,86.30409999999999,0.040000000000000036,1.03125,50.6305,0.8699999999999992,-7.229999999999999,61.685599999999994,-2.4492935982947064e-16,1.0,1.3688999999999998,0
0.99,1.0,0.98,1.0,11.04,7,0.0,17.06,-8.13,0.19,0.27,1,1.75,9.483333333333333,9.29,8.12,7.25,7.941666666666666,0,121.88159999999998,0.020000000000000018,1.0101010101010102,60.168,1.17,-8.483333333333333,87.67599999999999,0.49999999999999994,0.8660254037844387,3.0625,0
1.0,1.01,0.99,1.0,10.07,7,0.0,17.06,-8.13,0.19,0.27,2,-0.9699999999999988,10.133333333333333,11.04,9.29,8.12,6.770666666666667,0,101.40490000000001,0.020000000000000018,1.0,54.8815,1.75,-9.133333333333333,68.18061333333334,0.8660254037844386,0.5000000000000001,0.9408999999999976,0
1.0,1.01,0.98,0.98,9.46,7,0.0,17.06,-8.13,0.19,0.27,3,-0.6099999999999994,10.19,10.07,11.04,9.29,6.585000000000001,0,89.49160000000002,0.030000000000000027,0.98,51.55700000000001,-0.9699999999999989,-9.209999999999999,62.294100000000014,1.0,6.123233995736766e-17,0.3720999999999993,0
0.98,0.99,0.96,0.97,8.33,7,0.0,17.06,-8.13,0.19,0.27,4,-1.1300000000000008,9.286666666666669,9.46,10.07,11.04,5.683333333333334,0,69.3889,0.030000000000000027,0.9897959183673469,45.3985,-0.6099999999999994,-8.316666666666668,47.34216666666667,0.8660254037844387,-0.4999999999999998,1.2769000000000017,0
0.97,0.98,0.95,0.98,7.29,7,0.0,17.06,-8.13,0.19,0.27,5,-1.04,8.36,8.33,9.46,10.07,5.005,0,53.1441,0.030000000000000027,1.0103092783505154,39.7305,-1.1300000000000008,-7.379999999999999,36.48645,0.49999999999999994,-0.8660254037844387,1.0816000000000001,0
0.98,1.0,0.97,0.98,6.9,7,0.0,17.06,-8.13,0.19,0.27,6,-0.3899999999999997,7.506666666666667,7.29,8.33,9.46,4.834333333333333,0,47.61000000000001,0.030000000000000027,1.0,37.605000000000004,-1.04,-6.526666666666667,33.3569,1.2246467991473532e-16,-1.0,0.15209999999999976,0
0.98,1.0,0.97,0.99,7.95,7,0.0,17.06,-8.13,0.19,0.27,7,1.0499999999999998,7.38,6.9,7.29,8.33,5.766,0,63.2025,0.030000000000000027,1.010204081632653,43.3275,-0.3899999999999997,-6.39,45.8397,-0.4999999999999997,-0.8660254037844388,1.1024999999999996,0
0.99,1.0,0.93,0.93,-0.17,7,0.0,17.06,-8.13,0.19,0.27,8,-8.120000000000001,4.8933333333333335,7.95,6.9,7.29,-1.5423333333333336,0,0.028900000000000006,0.06999999999999995,0.9393939393939394,-0.9265000000000001,1.0499999999999998,-3.9633333333333334,0.26219666666666674,-0.8660254037844384,-0.5000000000000004,65.93440000000001,0
0.93,0.95,0.92,0.95,1.51,7,0.0,17.06,-8.13,0.19,0.27,9,1.68,3.096666666666667,-0.17,7.95,6.9,1.8783333333333332,0,2.2801,0.029999999999999916,1.021505376344086,8.2295,-8.120000000000001,-2.1466666666666674,2.8362833333333333,-1.0,-1.8369701987210297e-16,2.8223999999999996,0
0.95,0.96,0.93,0.93,-1.19,7,0.0,17.06,-8.13,0.19,0.27,10,-2.7,0.05,1.51,-0.17,7.95,-1.395,0,1.4161,0.029999999999999916,0.9789473684210527,-6.4855,1.68,0.88,1.66005,-0.8660254037844386,0.5000000000000001,7.290000000000001,0
0.93,0.94,0.92,0.94,-2.44,7,0.0,17.06,-8.13,0.19,0.27,11,-1.25,-0.7066666666666666,-1.19,1.51,-0.17,-1.7363333333333333,0,5.9536,0.019999999999999907,1.010752688172043,-13.298,-2.7,1.6466666666666665,4.236653333333333,-0.5000000000000004,0.8660254037844384,1.5625,0
0.94,0.95,0.93,0.95,-4.46,7,0.0,17.06,-8.13,0.19,0.27,12,-2.02,-2.6966666666666668,-2.44,-1.19,1.51,-3.3753333333333333,0,19.8916,0.019999999999999907,1.0106382978723405,-24.307000000000002,-1.25,3.6466666666666665,15.053986666666667,-2.4492935982947064e-16,1.0,4.0804,0
0.95,0.96,0.94,0.96,-4.31,7,0.0,17.06,-8.13,0.19,0.27,1,0.1500000000000003,-3.7366666666666655,-4.46,-2.44,-1.19,-2.857333333333333,0,18.576099999999997,0.020000000000000018,1.0105263157894737,-23.4895,-2.02,4.696666666666665,12.315106666666665,0.49999999999999994,0.8660254037844387,0.02250000000000009,0
0.96,0.97,0.95,0.96,-3.36,7,0.0,17.06,-8.13,0.19,0.27,2,0.9499999999999996,-4.043333333333333,-4.31,-4.46,-2.44,-2.203666666666667,0,11.289599999999998,0.020000000000000018,1.0,-18.312,0.15000000000000036,5.003333333333333,7.40432,0.8660254037844386,0.5000000000000001,0.9024999999999993,0
0.96,0.97,0.94,0.94,-3.32,7,0.0,17.06,-8.13,0.19,0.27,3,0.04,-3.6633333333333327,-3.36,-4.31,-4.46,-2.3806666666666665,0,11.0224,0.030000000000000027,0.9791666666666666,-18.094,0.9499999999999997,4.603333333333333,7.903813333333332,1.0,6.123233995736766e-17,0.0016,0
0.94,0.96,0.93,0.96,-0.48,7,0.0,17.06,-8.13,0.19,0.27,4,2.84,-2.3866666666666667,-3.32,-3.36,-4.31,0.1346666666666666,0,0.2304,0.029999999999999916,1.0212765957446808,-2.616,0.040000000000000036,3.3466666666666667,-0.06463999999999996,0.8660254037844387,-0.4999999999999998,8.0656,0
0.96,0.97,0.95,0.96,-2.1,7,0.0,17.06,-8.13,0.19,0.27,5,-1.62,-1.9666666666666668,-0.48,-3.32,-3.36,-1.9293333333333331,0,4.41,0.020000000000000018,1.0,-11.445,2.84,2.9266666666666667,4.0516,0.49999999999999994,-0.8660254037844387,2.6244000000000005,0
0.96,0.97,0.95,0.97,-1.62,7,0.0,17.06,-8.13,0.19,0.27,6,0.48,-1.4,-2.1,-0.48,-3.32,-0.946,0,2.6244000000000005,0.020000000000000018,1.0104166666666667,-8.829,-1.62,2.37,1.53252,1.2246467991473532e-16,-1.0,0.2304,0
0.97,0.98,0.96,0.96,-3.07,7,0.0,17.06,-8.13,0.19,0.27,7,-1.4499999999999995,-2.263333333333333,-1.62,-2.1,-0.48,-2.4226666666666663,0,9.4249,0.020000000000000018,0.9896907216494846,-16.7315,0.48,3.223333333333333,7.4375866666666655,-0.4999999999999997,-0.8660254037844388,2.1024999999999987,0
0.96,0.97,0.94,0.94,1.03,7,0.0,17.06,-8.13,0.19,0.27,8,4.1,-1.2199999999999998,-3.07,-1.62,-2.1,1.5009999999999997,0,1.0609,0.030000000000000027,0.9791666666666666,5.6135,-1.4499999999999997,2.1599999999999997,1.5460299999999998,-0.8660254037844384,-0.5000000000000004,16.81,0
0.94,0.95,0.92,0.92,-2.93,7,0.0,17.06,-8.13,0.19,0.27,9,-3.96,-1.656666666666667,1.03,-3.07,-1.62,-2.9843333333333333,0,8.584900000000001,0.029999999999999916,0.9787234042553192,-15.9685,4.1,2.576666666666667,8.744096666666668,-1.0,-1.8369701987210297e-16,15.6816,0
0.92,0.93,0.91,0.92,-0.92,7,0.0,17.06,-8.13,0.19,0.27,10,2.01,-0.94,-2.93,1.03,-3.07,-0.0449999999999999,0,0.8464,0.020000000000000018,1.0,-5.014,-3.96,1.8599999999999999,0.04139999999999991,-0.8660254037844386,0.5000000000000001,4.040099999999999,0
0.92,0.93,0.91,0.92,-1.98,7,0.0,17.06,-8.13,0.19,0.27,11,-1.06,-1.9433333333333331,-0.92,-2.93,1.03,-1.6966666666666668,0,3.9204,0.020000000000000018,1.0,-10.791,2.0100000000000002,2.8633333333333333,3.3594000000000004,-0.5000000000000004,0.8660254037844384,1.1236000000000002,0
0.92,0.95,0.91,0.95,0.58,7,0.0,17.06,-8.13,0.19,0.27,12,2.56,-0.7733333333333333,-1.98,-0.92,-2.93,0.9033333333333332,0,0.3364,0.039999999999999925,1.0326086956521738,3.161,-1.06,1.7233333333333332,0.5239333333333333,-2.4492935982947064e-16,1.0,6.5536,0
0.95,0.96,0.94,0.95,-1.09,7,0.0,17.06,-8.13,0.19,0.27,1,-1.67,-0.8300000000000001,0.58,-1.98,-0.92,-1.2120000000000002,0,1.1881000000000002,0.020000000000000018,1.0,-5.940500000000001,2.56,1.78,1.3210800000000003,0.49999999999999994,0.8660254037844387,2.7889,0
0.95,0.96,0.94,0.95,-1.71,7,0.0,17.06,-8.13,0.19,0.27,2,-0.6199999999999999,-0.7400000000000001,-1.09,0.58,-1.98,-1.189,0,2.9240999999999997,0.020000000000000018,1.0,-9.3195,-1.67,1.69,2.0331900000000003,0.8660254037844386,0.5000000000000001,0.38439999999999985,0
0.95,0.98,0.94,0.98,3.78,7,0.0,17.06,-8.13,0.19,0.27,3,5.49,0.3266666666666665,-1.71,-1.09,0.58,3.602333333333333,0,14.2884,0.040000000000000036,1.0315789473684212,20.601,-0.6199999999999999,0.6533333333333335,13.616819999999999,1.0,6.123233995736766e-17,30.140100000000004,0
0.98,0.99,0.97,0.99,3.35,7,0.0,17.06,-8.13,0.19,0.27,4,-0.4299999999999997,1.8066666666666664,3.78,-1.71,-1.09,1.907333333333333,0,11.2225,0.020000000000000018,1.010204081632653,18.2575,5.49,-0.8166666666666664,6.389566666666666,0.8660254037844387,-0.4999999999999998,0.18489999999999976,0
0.99,1.02,0.98,1.02,6.11,7,0.0,17.06,-8.13,0.19,0.27,5,2.76,4.413333333333333,3.35,3.78,-1.71,4.765666666666666,0,37.332100000000004,0.040000000000000036,1.0303030303030303,33.2995,-0.4299999999999997,-3.393333333333333,29.118223333333333,0.49999999999999994,-0.8660254037844387,7.617599999999999,0
1.02,1.03,1.01,1.01,4.13,7,0.0,17.06,-8.13,0.19,0.27,6,-1.9800000000000004,4.53,6.11,3.35,3.78,2.377,0,17.0569,0.020000000000000018,0.9901960784313726,22.5085,2.7600000000000002,-3.5200000000000005,9.817009999999998,1.2246467991473532e-16,-1.0,3.9204000000000017,0
1.01,1.02,0.99,0.99,3.55,7,0.0,17.06,-8.13,0.19,0.27,7,-0.5800000000000001,4.596666666666667,4.13,6.11,3.35,2.5203333333333333,0,12.6025,0.030000000000000027,0.9801980198019802,19.3475,-1.9800000000000004,-3.6066666666666665,8.947183333333333,-0.4999999999999997,-0.8660254037844388,0.3364000000000001,0
0.99,1.0,0.98,1.0,6.43,7,0.0,17.06,-8.13,0.19,0.27,8,2.88,4.703333333333333,3.55,4.13,6.11,5.019666666666667,0,41.344899999999996,0.020000000000000018,1.0101010101010102,35.0435,-0.5800000000000001,-3.703333333333333,32.27645666666667,-0.8660254037844384,-0.5000000000000004,8.2944,0
1.0,1.01,0.99,1.0,7.93,7,0.0,17.06,-8.13,0.19,0.27,9,1.5,5.97,6.43,3.55,4.13,5.609,0,62.884899999999995,0.020000000000000018,1.0,43.2185,2.88,-4.97,44.479369999999996,-1.0,-1.8369701987210297e-16,2.25,0
1.0,1.01,0.99,1.0,8.98,7,0.0,17.06,-8.13,0.19,0.27,10,1.0500000000000007,7.78,7.93,6.43,3.55,6.361000000000001,0,80.64040000000001,0.020000000000000018,1.0,48.941,1.5,-6.78,57.12178000000001,-0.8660254037844386,0.5000000000000001,1.1025000000000016,0
1.0,1.02,0.99,1.02,10.9,7,0.0,17.06,-8.13,0.19,0.27,11,1.92,9.27,8.98,7.93,6.43,7.88,0,118.81,0.030000000000000027,1.02,59.405,1.0500000000000007,-8.25,85.892,-0.5000000000000004,0.8660254037844384,3.6864,0
1.02,1.04,1.01,1.04,8.87,7,0.0,17.06,-8.13,0.19,0.27,12,-2.030000000000001,9.583333333333334,10.9,8.98,7.93,5.742666666666667,0,78.67689999999999,0.030000000000000027,1.0196078431372548,48.341499999999996,1.92,-8.543333333333333,50.93745333333333,-2.4492935982947064e-16,1.0,4.120900000000004,0
1.04,1.05,1.03,1.04,9.8,7,0.0,17.06,-8.13,0.19,0.27,1,0.9300000000000016,9.856666666666667,8.87,10.9,8.98,7.150333333333335,0,96.04000000000002,0.020000000000000018,1.0,53.410000000000004,-2.030000000000001,-8.816666666666666,70.07326666666668,0.49999999999999994,0.8660254037844387,0.864900000000003,0
1.04,1.05,1.03,1.03,8.92,7,0.0,17.06,-8.13,0.19,0.27,2,-0.8800000000000008,9.196666666666667,9.8,8.87,10.9,6.035333333333333,0,79.5664,0.020000000000000018,0.9903846153846154,48.614000000000004,0.9300000000000015,-8.166666666666668,53.83517333333333,0.8660254037844386,0.5000000000000001,0.7744000000000014,0
1.03,1.04,1.02,1.02,4.08,7,0.0,17.06,-8.13,0.19,0.27,3,-4.84,7.6,8.92,9.8,8.87,2.1080000000000005,0,16.6464,0.020000000000000018,0.9902912621359223,22.236,-0.8800000000000008,-6.58,8.600640000000002,1.0,6.123233995736766e-17,23.4256,0
1.02,1.03,1.01,1.01,2.04,7,0.0,17.06,-8.13,0.19,0.27,4,-2.04,5.013333333333333,4.08,8.92,9.8,1.4106666666666667,0,4.1616,0.020000000000000018,0.9901960784313726,11.118,-4.84,-4.003333333333333,2.8777600000000003,0.8660254037844387,-0.4999999999999998,4.1616,0
1.01,1.04,1.0,1.04,1.77,7,0.0,17.06,-8.13,0.19,0.27,5,-0.27,2.6300000000000003,2.04,4.08,8.92,1.33,0,3.1329000000000002,0.040000000000000036,1.0297029702970297,9.6465,-2.04,-1.5900000000000003,2.3541000000000003,0.49999999999999994,-0.8660254037844387,0.0729,0
1.04,1.05,1.03,1.04,3.01,7,0.0,17.06,-8.13,0.19,0.27,6,1.2399999999999998,2.273333333333333,1.77,2.04,4.08,2.3316666666666666,0,9.060099999999998,0.020000000000000018,1.0,16.4045,-0.27,-1.233333333333333,7.018316666666665,1.2246467991473532e-16,-1.0,1.5375999999999994,0
1.04,1.05,1.03,1.03,3.55,7,0.0,17.06,-8.13,0.19,0.27,7,0.54,2.776666666666667,3.01,1.77,2.04,2.4923333333333333,0,12.6025,0.020000000000000018,0.9903846153846154,19.3475,1.2399999999999998,-1.7466666666666668,8.847783333333332,-0.4999999999999997,-0.8660254037844388,0.2916,0
1.03,1.04,1.02,1.03,2.7,7,0.0,17.06,-8.13,0.19,0.27,8,-0.8499999999999996,3.0866666666666664,3.55,3.01,1.77,1.7123333333333337,0,7.290000000000001,0.020000000000000018,1.0,14.715000000000002,0.54,-2.0566666666666666,4.623300000000001,-0.8660254037844384,-0.5000000000000004,0.7224999999999994,0
1.03,1.04,1.02,1.02,2.01,7,0.0,17.06,-8.13,0.19,0.27,9,-0.6900000000000004,2.7533333333333334,2.7,3.55,3.01,1.3486666666666665,0,4.040099999999999,0.020000000000000018,0.9902912621359223,10.9545,-0.8499999999999996,-1.7333333333333334,2.710819999999999,-1.0,-1.8369701987210297e-16,0.4761000000000005,0
1.02,1.03,1.0,1.0,-0.19,7,0.0,17.06,-8.13,0.19,0.27,10,-2.2,1.5066666666666666,2.01,2.7,3.55,-0.4536666666666665,0,0.0361,0.030000000000000027,0.9803921568627451,-1.0355,-0.6900000000000004,-0.5066666666666666,0.08619666666666663,-0.8660254037844386,0.5000000000000001,4.840000000000001,0
1.0,1.02,0.99,1.02,0.15,7,0.0,17.06,-8.13,0.19,0.27,11,0.3399999999999999,0.6566666666666666,-0.19,2.01,2.7,0.3083333333333333,0,0.0225,0.030000000000000027,1.02,0.8175,-2.1999999999999997,0.3633333333333334,0.04624999999999999,-0.5000000000000004,0.8660254037844384,0.11559999999999994,0
1.02,1.04,1.01,1.04,0.37,7,0.0,17.06,-8.13,0.19,0.27,12,0.22,0.1099999999999999,0.15,-0.19,2.01,0.273,0,0.1369,0.030000000000000027,1.0196078431372548,2.0165,0.33999999999999997,0.9300000000000002,0.10101,-2.4492935982947064e-16,1.0,0.0484,0
1.04,1.05,1.03,1.04,-0.13,7,0.0,17.06,-8.13,0.19,0.27,1,-0.5,0.13,0.37,0.15,-0.19,-0.189,0,0.016900000000000002,0.020000000000000018,1.0,-0.7085,0.22,0.91,0.02457,0.49999999999999994,0.8660254037844387,0.25,0
1.04,1.05,1.03,1.05,2.32,7,0.0,17.06,-8.13,0.19,0.27,2,2.45,0.8533333333333332,-0.13,0.37,0.15,2.0656666666666665,0,5.3824,0.020000000000000018,1.0096153846153846,12.644,-0.5,0.19666666666666688,4.792346666666666,0.8660254037844386,0.5000000000000001,6.002500000000001,0
1.05,1.07,1.04,1.06,4.39,7,0.0,17.06,-8.13,0.19,0.27,3,2.07,2.193333333333333,2.32,-0.13,0.37,3.2546666666666666,0,19.2721,0.030000000000000027,1.0095238095238095,23.9255,2.4499999999999997,-1.1333333333333329,14.287986666666665,1.0,6.123233995736766e-17,4.2848999999999995,0
1.07,1.08,1.05,1.06,4.14,7,0.0,17.06,-8.13,0.19,0.27,4,-0.25,3.616666666666666,4.39,2.32,-0.13,2.718333333333333,0,17.139599999999998,0.030000000000000027,0.9906542056074766,22.563,2.07,-2.5566666666666658,11.253899999999996,0.8660254037844387,-0.4999999999999998,0.0625,0
1.06,1.07,1.03,1.03,-0.43,7,0.0,17.06,-8.13,0.19,0.27,5,-4.569999999999999,2.6999999999999997,4.14,4.39,2.32,-1.0459999999999998,0,0.18489999999999998,0.040000000000000036,0.9716981132075472,-2.3435,-0.25,-1.6699999999999997,0.4497799999999999,0.49999999999999994,-0.8660254037844387,20.884899999999995,0
1.03,1.04,1.02,1.03,-1.08,7,0.0,17.06,-8.13,0.19,0.27,6,-0.6500000000000001,0.8766666666666666,-0.43,4.14,4.39,-0.5596666666666668,0,1.1664,0.020000000000000018,1.0,-5.886000000000001,-4.569999999999999,0.15333333333333343,0.6044400000000001,1.2246467991473532e-16,-1.0,0.42250000000000015,0
1.03,1.04,1.0,1.0,-2.17,7,0.0,17.06,-8.13,0.19,0.27,7,-1.09,-1.2266666666666666,-1.08,-0.43,4.14,-1.657333333333333,0,4.7089,0.040000000000000036,0.970873786407767,-11.8265,-0.6500000000000001,2.2266666666666666,3.5964133333333326,-0.4999999999999997,-0.8660254037844388,1.1881000000000002,0
1.0,1.02,0.99,1.0,-2.44,7,0.0,17.06,-8.13,0.19,0.27,8,-0.27,-1.8966666666666665,-2.17,-1.08,-0.43,-1.6803333333333332,0,5.9536,0.030000000000000027,1.0,-13.298,-1.0899999999999999,2.8966666666666665,4.100013333333333,-0.8660254037844384,-0.5000000000000004,0.0729,0
1.0,1.01,0.99,1.0,-2.02,7,0.0,17.06,-8.13,0.19,0.27,9,0.4199999999999999,-2.2099999999999995,-2.44,-2.17,-1.08,-1.326,0,4.0804,0.020000000000000018,1.0,-11.009,-0.27,3.2099999999999995,2.6785200000000002,-1.0,-1.8369701987210297e-16,0.1763999999999999,0
1.0,1.01,0.98,1.0,-0.27,7,0.0,17.06,-8.13,0.19,0.27,10,1.75,-1.5766666666666664,-2.02,-2.44,-2.17,0.0746666666666667,0,0.0729,0.030000000000000027,1.0,-1.4715000000000003,0.41999999999999993,2.576666666666666,-0.02016000000000001,-0.8660254037844386,0.5000000000000001,3.0625,0
1.0,1.01,0.99,1.01,-1.17,7,0.0,17.06,-8.13,0.19,0.27,11,-0.8999999999999999,-1.153333333333333,-0.27,-2.02,-2.44,-1.0856666666666666,0,1.3688999999999998,0.020000000000000018,1.01,-6.3765,1.75,2.163333333333333,1.2702299999999997,-0.5000000000000004,0.8660254037844384,0.8099999999999998,0
1.01,1.04,1.0,1.04,-0.36,7,0.0,17.06,-8.13,0.19,0.27,12,0.8099999999999999,-0.5999999999999998,-1.17,-0.27,-2.02,-0.0569999999999999,0,0.1296,0.040000000000000036,1.0297029702970297,-1.962,-0.8999999999999999,1.6399999999999997,0.020519999999999962,-2.4492935982947064e-16,1.0,0.6560999999999999,0
1.04,1.05,1.03,1.04,-0.05,7,0.0,17.06,-8.13,0.19,0.27,1,0.31,-0.5266666666666665,-0.36,-1.17,-0.27,-0.0373333333333333,0,0.0025000000000000005,0.020000000000000018,1.0,-0.2725,0.8099999999999999,1.5666666666666664,0.0018666666666666651,0.49999999999999994,0.8660254037844387,0.0961,0
1.04,1.05,1.03,1.03,-1.99,7,0.0,17.06,-8.13,0.19,0.27,2,-1.94,-0.7999999999999998,-0.05,-0.36,-1.17,-1.737,0,3.9601,0.020000000000000018,0.9903846153846154,-10.8455,0.31,1.8299999999999998,3.45663,0.8660254037844386,0.5000000000000001,3.7636,0
1.03,1.04,1.02,1.03,-3.13,7,0.0,17.06,-8.13,0.19,0.27,3,-1.14,-1.7233333333333334,-1.99,-0.05,-0.36,-2.251666666666667,0,9.796899999999999,0.020000000000000018,1.0,-17.0585,-1.94,2.7533333333333334,7.047716666666667,1.0,6.123233995736766e-17,1.2995999999999999,0
1.03,1.04,1.02,1.04,-1.18,7,0.0,17.06,-8.13,0.19,0.27,4,1.95,-2.1,-3.13,-1.99,-0.05,-0.425,0,1.3923999999999999,0.020000000000000018,1.0097087378640777,-6.431,-1.14,3.14,0.5015,0.8660254037844387,-0.4999999999999998,3.8024999999999998,0
1.04,1.06,1.03,1.04,0.97,7,0.0,17.06,-8.13,0.19,0.27,5,2.15,-1.113333333333333,-1.18,-3.13,-1.99,0.9073333333333332,0,0.9409,0.030000000000000027,1.0,5.2865,1.95,2.1533333333333333,0.8801133333333332,0.49999999999999994,-0.8660254037844387,4.6225,0
1.04,1.06,1.03,1.04,1.54,7,0.0,17.06,-8.13,0.19,0.27,6,0.5700000000000001,0.4433333333333335,0.97,-1.18,-3.13,1.0296666666666667,0,2.3716,0.030000000000000027,1.0,8.393,2.15,0.5966666666666665,1.585686666666667,1.2246467991473532e-16,-1.0,0.3249000000000001,0
1.04,1.06,1.03,1.04,3.12,7,0.0,17.06,-8.13,0.19,0.27,7,1.58,1.876666666666667,1.54,0.97,-1.18,2.409333333333333,0,9.7344,0.030000000000000027,1.0,17.004,0.5700000000000001,-0.8366666666666669,7.517119999999999,-0.4999999999999997,-0.8660254037844388,2.4964000000000004,0
1.04,1.05,1.02,1.05,4.64,7,0.0,17.06,-8.13,0.19,0.27,8,1.5199999999999996,3.1,3.12,1.54,0.97,3.396,0,21.5296,0.030000000000000027,1.0096153846153846,25.288,1.58,-2.05,15.757439999999999,-0.8660254037844384,-0.5000000000000004,2.3103999999999987,0
1.05,1.06,1.04,1.04,4.28,7,0.0,17.06,-8.13,0.19,0.27,9,-0.3599999999999994,4.013333333333334,4.64,3.12,1.54,2.834666666666667,0,18.3184,0.020000000000000018,0.9904761904761905,23.326,1.5199999999999996,-2.9733333333333336,12.132373333333335,-1.0,-1.8369701987210297e-16,0.12959999999999955,0
1.04,1.05,1.02,1.03,3.64,7,0.0,17.06,-8.13,0.19,0.27,10,-0.6400000000000001,4.1866666666666665,4.28,4.64,3.12,2.4653333333333336,0,13.249600000000001,0.030000000000000027,0.9903846153846154,19.838,-0.35999999999999943,-3.1566666666666663,8.973813333333334,-0.8660254037844386,0.5000000000000001,0.4096000000000002,0
0.58,0.59,0.58,0.58,-0.28,8,73.19,195.4,-20.83,0.56,0.84,1,,-0.28,,,,-0.196,0,0.07840000000000001,0.010000000000000009,1.0,-2.0020000000000002,,0.86,0.054880000000000005,0.49999999999999994,0.8660254037844387,,0
0.58,0.59,0.58,0.59,1.04,8,73.19,195.4,-20.83,0.56,0.84,2,1.32,0.38,-0.28,,,0.992,0,1.0816000000000001,0.010000000000000009,1.0172413793103448,7.436000000000001,,0.20999999999999996,1.03168,0.8660254037844386,0.5000000000000001,1.7424000000000002,0
